question,initial_answer,answer_under_mis_reasoning,ground truth
"When a mirror is placed by a fish bowl with a beta fish swimming inside, the beta fish sees what appears to be another fish. This occurs because of",C,B,C
Which geologic process most likely led to the uplifting of the Rocky Mountains?,C,C,C
"After observing several dogs running, students ask the following question: Do dogs with long hair run faster than dogs with short hair? How can the students best answer their question?",B,B,B
Which factor can increase the amount of sulfur dioxide in the air?,B,A,B
Which statement describes a harmful effect of clearing rainforests for farmland?,B,C,B
A flowing stream contains water at 18°C. Cans of soft drinks at 28°C are lowered into the stream. Which of the following will most likely occur?,B,D,B
"In a food pyramid, which best explains why the number of organisms decreases from one trophic level to the next?",B,B,B
"Students studying membranes conducted an experiment using labeled paper cups filled with varying concentrations of red food coloring. After the experiment, the cups were empty and stained. What should be done with used cups?",B,C,C
"Many common hand tools create a mechanical advantage by using the basic principles found in simple machines. For example, a screwdriver uses the principles of the wheel and axle. In order to increase gripping force, pliers use the principle demonstrated in the",B,C,B
Cellular respiration results in the production of adenosine triphosphate (ATP) molecules for energy. The most efficient form of cellular respiration would result in the production of ATP along with which substances?,D,A,D
The following mathematical expressions represent four different concentrations of a chemical solution to be used in a science experiment. Which one is equal in magnitude to 1/1000?,C,C,C
Data in tables may also be presented in graphs. Which type of data would best be displayed on a circle graph?,D,D,D
A plant that grows red flowers was crossed with the same kind of plant that grows white flowers. Their offspring grew pink flowers. Which best explains why the offspring grew pink flowers?,C,A,C
Why are alternative fuels being used in some automobiles?,B,A,B
Many states require vehicles to be examined and to meet safety and pollution standards. What impact might vehicle inspections have on the environment?,C,B,C
Which mixture contains ingredients that can be easily separated?,B,D,B
Which of these will reduce the gravitational force between two objects the most?,B,D,D
The Late Heavy Bombardment was a period of extensive comet impact on Earth about 3.8 billion years ago. Scientists believe this period provided much of the matter now found in which part of the Earth system?,D,B,D
A species lives in a region that changes over time from temperate to tropical. The survival of the species will be most probable if the species can do which of the following?,B,B,B
"A student is investigating a light bulb that saves energy and can last up to 10 times longer than other bulbs. Other than saving energy, which is another benefit of using these light bulbs?",B,A,B
Which of the following has the greatest effect on the speed at which sound travels through a gas?,D,B,D
Geologists frequently use mass spectrometers in determining the relative age of rocks. A spectrometer can differentiate between the ratios of isotopes in rock samples and calculates the radioactive decay involving what two isotopes?,"A, B, C",D,A
The burning of fossil fuels has increased the carbon dioxide content of the atmosphere. What is a possible effect that the increased amount of carbon dioxide is likely to have on our planet?,A,B,A
Farmers plant fruit trees in an area that was once a grassy meadow. Which will most likely happen to the rabbits living in the meadow?,D,A,D
Metal atoms will most likely form ions by the,A,D,A
Which phrase does not describe asexual reproduction in organisms?,A,C,A
A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. The packed snow changes to liquid water when the snow is put in a warm room. Which statement best describes this process?,D,B,D
"Plants have cells, tissues, organs, and systems that allow them to function as complete organisms. Which parts of a plant function as an organ?",A,A,A
"A tuna is an ocean fish that is well adapted to catching small, fast-moving prey. Which of the following adaptations most helps a tuna swim fast to catch its prey?",A,C,A
"When a finger is cut and bleeds, platelets and plasma proteins move to the cut to stop the bleeding. As these move to the cut, this stimulates more platelets and proteins to move to the cut to stop the bleeding. What type of mechanism is being illustrated?",B,A,B
"Water enters a cell and waste material leaves a cell through the cell membrane. Based on this information, the cell membrane is",A,B,A
Which is the best explanation why the remains of a small reptile living millions of years ago have been found only in Brazil and South Africa?,B,C,B
Which statement is the best description of what happens in the rock cycle?,C,C,C
Which characteristic would be most important for a plant to have to become a pioneer plant on a recovering beach?,C,D,C
Members of a planning team build a model of a nearby stream and then block the stream to show how it can form a lake. Which is a limitation of the model?,D,B,D
How does a tiger get stripes?,D,A,D
A mountain with a melting glacier has a stream with a waterfall. The waterfall fills a lake at the base of the mountain. Where is the water coldest?,A,C,A
What is the frequency of ocean waves that have a speed of 18 m/s and a wavelength of 50 m?,B,B,B
Which of the following will reduce a home electric bill?,B,D,B
A student stirred some sand into a container of water and left the mixture alone for several hours until the sand settled on the bottom of the container. Which statement best explains why the sand separated from the water?,A,C,A
In which of the following ways are photosynthesis and cellular respiration alike?,D,B,D
A teacher mixes a small amount of salt in a glass of warm water and asks the students to observe physical changes that occur as the salt dissolves. Which physical change will they most likely observe?,A,C,A
Several tomato plants are grown indoors next to a sunny window. The plants receive water and fertilizer and remain on the windowsill. What will most likely happen?,4,1,4
Which best describes two organ systems working together to help maintain homeostasis?,D,A,D
A geologist conducts an investigation to determine the absolute age of a fossil. She then repeats the procedure three times. Which best explains why she repeated the procedure several times?,B,C,B
Which question can most likely be determined through a scientific investigation?,C,C,C
Which best determines the health of a lake used as a source of freshwater?,B,A,B
How has burning fossil fuels most caused a decline to the quality of air that people breathe?,A,B,A
A crop of corn plants is genetically modified so that the plants produce a natural pesticide. People are concerned that these corn plants might transfer modified genetic material to other plants. Which of the following is the best way to further modify the plants to prevent them from transferring their genetic materials to other plants?,A,C,A
Which of the water samples described below has the greatest average kinetic energy per molecule?,C,D,C
What is formed when a neutral atom gains an electron?,D,C,B
Which material should be used on a bicycle ramp to increase friction?,B,D,B
"A student is asked to make soil using the following substances: water, ore, humus, crystal, weathered rock, and metamorphic rock. Which combination of these substances should the student choose?",B,D,B
Which activity is directly regulated by neurons?,B,A,B
"The visible colors listed from shortest to longest wavelength are violet, blue, green, yellow, orange, and red. Which of the following accurately compares the frequency of these colors using this information?",B,B,B
"Las Vegas has access to renewable resources for generation of electrical power, which includes hydroelectric power. Which of these energy resources is renewable and available to generate electricity in Las Vegas without degrading the environment?","B, D",B,D
Which is evidence of a chemical reaction?,"A,C",B,A
Constructive forces build a new mountain range. How will weathering and erosion change the features of the mountain range over time?,D,A,D
"Scientists know that Earth is constantly changing. They are familiar with the processes that are repeated daily, monthly, and yearly. Which of these is a natural event that can be predicted to occur monthly?",C,B,C
"When a tadpole grows, its gills change into lungs. What does it now need to survive?",A,B,A
"In a recycling program, which materials can be reused many times?",B,D,B
Where does the energy from an earthquake originate?,C,C,C
"An escalator at a shopping mall is 10 m long and moves at a constant speed of 0.5 m/s. If Jose steps onto the escalator at the bottom while it is moving, how long will it take him to travel the 10 m?",D,B,D
Joann is testing soils to see which kind is best for growing marigolds. Which of the following should she do?,D,B,D
The weight of an object can change even when the mass stays the same. Which statement correctly identifies a relationship between mass and weight?,B,B,B
"One similarity between a small, solid sample of aluminum and a large, liquid sample of aluminum is that both samples have",C,D,B
What part of an atom orbits around the center of the atom?,D,B,D
Which of these is found in all organisms?,A,B,A
Plant and animal life cycles are alike because they both,C,A,C
A girl walked for 30 minutes. She noticed that she traveled farther in the first 15 minutes of her walk than in the second 15 minutes. What can she conclude about her walk?,B,C,B
Repeating experiments improves the likelihood of accurate results because the overall results are,D,B,D
A doorbell contains a simple electromagnet. Which change would most likely increase the strength of an electromagnet?,D,B,D
Ten grams of sugar is dissolved in 100 grams (g) of water. How many grams is the sugar-and-water solution?,C,C,C
"A gene mutates in a type of bacteria. When these bacteria reproduce asexually, this mutation can only be inherited by",D,C,D
Heat transfer is part of everyday life. Which of these examples involving heat transfer occurs mainly by conduction?,D,C,D
Which term is used to describe a physical property of a mineral?,B,C,B
"If 100 grams of vinegar and 5 grams of baking soda are poured in a container, a small amount of gas will be produced. What will the final mass of the products be if the gas is trapped in the container?",C,B,C
Tall plants are dominant to short plants. What is the outcome if two short plants are crossed?,B,B,B
"Compared to the Sun, a red star most likely has a greater",A,B,A
The body of a fish is covered by scales for,B,C,B
Which is most likely needed when describing the change in position of an object?,C,A,C
Elisa was classifying types of energy as either potential or kinetic. Which is a type of potential energy?,D,D,D
Which feature of some young birds helps them avoid becoming prey before they learn to fly?,C,A,C
"In an investigation, which of these procedures is most important in reaching a conclusion?",B,A,B
Cell membranes are described as selectively permeable. Four students were asked to explain what this means and provided the answers given below.Student 1: Cell membranes prevent all materials from entering the cell.Student 2: Cell membranes only provide structural support for the cell.Student 3: Cell membranes regulate which substances can enter and exit the cell.Student 4: Cell membranes allow water and water-soluble substances to enter the cell.Which student correctly identified the function of the selectively permeable membrane?,C,D,C
Sooj learned that whales use vocalization to navigate and to communicate with other whales. Some scientists think that noise pollution in whale habitats may harm whale populations. What would be the most likely effect of noise pollution on whales?,D,C,D
"Which of these determines whether a fertilized egg develops into a toad, a snake, or a lizard?",D,D,D
"A person catches and measures a large fish called a halibut. She thinks that this halibut is above average in size. To help support her thinking, it would be most helpful to measure",B,B,B
"In a series of chemical reactions, X→Y→Z→A, X converts to Y, Y converts to Z, and Z converts to A. Which term describes the process if the production of A interferes with the conversion of X to Y?",C,D,C
Aluminum containers can be melted and made into new products. How will recycling aluminum most likely benefit communities?,C,D,C
The Big Bang theory states that the universe,C,D,C
Eyeglasses have two arms called temples attached to the eye lenses by very small hinges. Which of these functions like the hinges on eyeglasses?,A,D,A
What is the primary source of energy that causes evaporation of water from the surface of bodies of water?,A,D,A
Most electrical wires are covered with plastic or rubber. The wires are covered with plastic or rubber because those materials,C,A,C
Which of these events occurs about every three months?,C,D,C
Comparing the skeletons of which of the following fish would best show the evolution of a fish species?,C,D,C
A student is organizing a room. She moves a box from the floor to a shelf. She wants to estimate the amount of potential energy the box has on the shelf. What information does the student need?,C,C,C
Which of the following elements is the least electrically conductive?,D,B,D
Which of these best describes how the surface of a beach is formed?,C,B,A
"In addition to oxygen, what do plants produce during photosynthesis?",B,B,B
"Four solid balls, each with a different mass, are moving at the same speed. Which ball would require the most force to stop its motion?",D,A,D
"Inside cells, special molecules carry messages from the membrane to the nucleus. Which body system uses a similar process?",A,D,A
Which of the following is least involved in the decomposition and decay of dead plants and animals?,C,C,C
Which of these animals has teeth that are most like the teeth of humans?,C,D,C
"In multicellular organisms, different structures have different functions. Which function is carried out in the leaves of a plant?",C,A,C
"When people exercise, they often feel thirsty and begin to sweat. It is important for people to feel thirsty when exercising because it makes them realize that they should",B,A,B
A goat gets energy from the grass it eats. Where does the grass get its energy?,B,B,B
Stars generate large amounts of energy when nuclei with small mass undergo fusion to form nuclei with larger mass. Which of the four basic forces of the universe is responsible for the energy released during fusion?,B,D,B
"Corn can be used to make ethanol, which is a fuel for some cars. What problem could be caused by the increased use of ethanol?",B,D,D
Why can steam be used to cook food?,C,B,C
"A student compared the speeds at which a large and a small marble rolled down an inclined plane. In order to make the findings more reliable, the student should",B,C,B
Which diagram best shows how energy flows through a simple food chain?,A,B,A
Mrs. Gordon's class studies maple trees. Which property can the students measure with a meter stick?,C,B,C
Which part of an atom occupies the majority of the volume?,D,A,D
